Vertex 		Distance from Source
10923	215.156.117.214	331
10924	215.161.63.253	405
10925	215.164.77.48	366
10926	215.165.130.58	392
10927	215.183.245.27	258
10928	215.185.34.178	477
10929	215.185.64.217	302
10930	215.187.123.223	332
10931	215.188.97.218	337
10932	215.189.139.204	253
10933	215.202.79.54	394
10934	215.202.223.118	400
10935	215.214.232.6	389
10936	215.233.223.219	294
10937	215.235.49.184	267
10938	215.238.187.158	247
10939	215.244.30.101	274
10940	215.247.1.213	351
10941	215.247.166.92	290
10942	215.248.228.103	353
10943	216.2.37.223	457
10944	216.2.149.163	376
10945	216.6.59.205	343
10946	216.7.140.190	357
10947	216.10.140.127	401
10948	216.18.203.37	290
10949	216.25.178.23	420
10950	216.26.36.237	233
10951	216.28.117.43	141
10952	216.31.218.18	495
10953	216.33.159.187	355
10954	216.37.174.168	340
10955	216.48.151.40	428
10956	216.52.34.249	285
10957	216.52.159.219	371
10958	216.52.252.59	289
10959	216.54.84.243	357
10960	216.56.168.44	289
10961	216.57.210.220	291
10962	216.66.53.230	242
10963	216.74.48.71	408
10964	216.74.54.221	271
10965	216.77.18.191	435
10966	216.77.43.240	149
10967	216.87.214.25	431
10968	216.91.167.159	402
10969	216.100.17.172	354
10970	216.108.209.170	306
10971	216.139.41.126	311
10972	216.146.132.223	457
10973	216.147.231.145	404
10974	216.149.228.217	407
10975	216.150.189.18	358
10976	216.152.37.155	354
10977	216.154.82.136	348
10978	216.154.143.47	233
10979	216.162.139.2	392
10980	216.162.208.13	322
10981	216.175.84.138	403
10982	216.177.169.148	373
10983	216.187.253.30	402
10984	216.197.170.217	356
10985	216.207.61.169	302
10986	216.208.102.224	338
10987	216.210.162.47	241
10988	216.211.253.128	208
10989	216.212.212.167	378
10990	216.218.210.223	321
10991	216.225.8.243	259
10992	216.227.193.199	341
10993	216.231.77.151	318
10994	216.234.232.45	429
10995	216.241.201.48	264
10996	216.244.71.249	341
10997	216.245.69.195	244
10998	216.245.172.120	202
10999	216.248.182.249	296
11000	217.4.48.58	325
11001	217.13.253.136	288
11002	217.15.168.10	388
11003	217.16.15.183	572
11004	217.21.251.242	314
11005	217.27.169.114	325
11006	217.28.154.239	314
11007	217.36.161.227	310
11008	217.39.117.158	277
11009	217.47.21.195	337
11010	217.61.94.46	330
11011	217.65.119.93	328
11012	217.67.14.127	227
11013	217.73.50.6	498
11014	217.75.221.84	164
11015	217.80.155.213	372
11016	217.84.125.222	346
11017	217.96.157.248	401
11018	217.109.13.192	326
11019	217.110.199.106	310
11020	217.114.246.121	468
11021	217.119.113.32	370
11022	217.137.151.214	351
11023	217.139.235.234	468
11024	217.151.192.37	514
11025	217.153.78.149	285
11026	217.155.93.72	317
11027	217.173.183.182	325
11028	217.183.170.130	450
11029	217.183.187.106	360
11030	217.183.232.126	489
11031	217.188.127.118	473
11032	217.188.210.181	148
11033	217.188.216.168	244
11034	217.193.132.99	360
11035	217.194.159.240	300
11036	217.195.42.207	306
11037	217.202.180.72	423
11038	217.212.211.115	392
11039	217.228.27.60	396
11040	217.236.94.63	318
11041	217.237.75.32	355
11042	217.244.188.213	250
11043	217.246.164.100	312
11044	217.246.246.129	396
11045	218.4.223.14	391
11046	218.7.102.126	439
11047	218.8.182.112	323
11048	218.11.63.216	303
11049	218.11.170.204	347
11050	218.20.1.117	515
11051	218.20.190.174	271
11052	218.25.74.88	508
11053	218.39.112.141	386
11054	218.44.71.181	328
11055	218.47.254.107	439
11056	218.52.175.11	481
11057	218.57.242.132	317
11058	218.59.59.215	384
11059	218.60.165.95	328
11060	218.63.15.91	211
11061	218.65.70.61	427
11062	218.65.241.108	351
11063	218.66.24.62	331
11064	218.68.102.110	369
11065	218.70.18.234	294
11066	218.79.247.164	234
11067	218.91.241.191	373
11068	218.96.45.51	422
11069	218.96.240.49	231
11070	218.99.80.68	403
11071	218.100.53.118	351
11072	218.106.157.253	303
11073	218.108.188.44	332
11074	218.112.233.214	420
11075	218.114.44.9	334
11076	218.115.141.126	203
11077	218.118.39.154	485
11078	218.131.7.165	269
11079	218.144.195.52	370
11080	218.148.11.253	387
11081	218.158.216.30	323
11082	218.159.208.71	465
11083	218.164.36.201	385
11084	218.174.228.216	294
11085	218.174.243.81	265
11086	218.195.201.25	485
11087	218.195.240.195	430
11088	218.197.6.41	463
11089	218.197.76.90	340
11090	218.197.92.189	336
11091	218.198.31.127	294
11092	218.200.195.88	443
11093	218.217.11.152	350
11094	218.224.38.219	407
11095	218.226.99.32	305
11096	218.233.233.246	396
11097	218.239.214.160	251
11098	218.251.181.160	453
11099	219.3.54.141	255
11100	219.14.74.249	265
11101	219.15.117.176	497
11102	219.25.205.178	265
11103	219.32.130.104	377
11104	219.34.29.50	369
11105	219.38.205.25	332
11106	219.39.16.90	342
11107	219.60.12.85	409
11108	219.60.128.247	359
11109	219.60.171.33	332
11110	219.61.119.146	382
11111	219.61.226.250	201
11112	219.67.108.21	571
11113	219.75.168.78	426
11114	219.75.252.190	486
11115	219.80.42.88	509
11116	219.83.214.126	332
11117	219.83.243.232	355
11118	219.85.79.221	494
11119	219.89.235.138	389
11120	219.100.208.139	421
11121	219.102.73.141	303
11122	219.102.136.178	443
11123	219.103.109.173	343
11124	219.104.248.50	189
11125	219.111.104.62	360
11126	219.113.73.134	283
11127	219.115.7.39	618
11128	219.115.134.121	414
11129	219.115.204.224	375
11130	219.120.3.96	296
11131	219.129.119.117	386
11132	219.131.39.158	249
11133	219.133.207.66	276
11134	219.139.158.99	224
11135	219.146.207.204	287
11136	219.147.172.122	315
11137	219.152.103.35	281
11138	219.153.9.57	286
11139	219.153.149.90	322
11140	219.159.20.200	293
11141	219.165.48.240	410
11142	219.166.127.35	343
11143	219.168.137.103	442
11144	219.175.64.39	416
11145	219.176.137.200	370
11146	219.178.185.228	407
11147	219.183.60.253	371
11148	219.191.179.63	326
11149	219.194.214.202	156
11150	219.197.220.56	483
11151	219.200.192.242	391
11152	219.202.184.82	408
11153	219.205.8.64	517
11154	219.205.213.61	228
11155	219.217.91.15	430
11156	219.223.66.204	378
11157	219.227.99.130	345
11158	219.238.178.201	394
11159	219.247.179.63	331
11160	219.250.119.244	332
11161	219.252.173.170	432
11162	220.19.90.230	387
11163	220.20.199.4	331
11164	220.21.168.147	375
11165	220.23.163.66	331
11166	220.31.59.51	344
11167	220.31.157.171	281
11168	220.39.148.18	388
11169	220.40.81.20	316
11170	220.45.84.251	385
11171	220.47.9.130	265
11172	220.50.33.144	452
11173	220.51.12.91	338
11174	220.52.64.232	356
11175	220.57.75.106	293
11176	220.58.134.10	309
11177	220.64.246.33	407
11178	220.67.47.175	333
11179	220.73.59.10	375
11180	220.86.119.196	465
11181	220.89.22.113	368
11182	220.91.31.147	246
11183	220.100.81.36	323
11184	220.101.24.215	286
11185	220.116.201.223	339
11186	220.146.165.107	339
11187	220.149.74.75	525
11188	220.159.247.11	280
11189	220.161.137.175	231
11190	220.173.160.224	410
11191	220.173.217.74	371
11192	220.180.56.219	378
11193	220.181.198.229	357
11194	220.183.35.111	240
11195	220.184.228.75	168
11196	220.190.197.175	254
11197	220.198.56.35	353
11198	220.206.65.121	532
11199	220.208.143.96	328
11200	220.210.239.189	326
11201	220.211.45.145	436
11202	220.237.209.149	274
11203	220.239.75.3	466
11204	220.241.26.171	342
11205	220.241.183.251	258
11206	220.244.7.88	407
11207	220.244.194.38	433
11208	221.2.57.72	395
11209	221.2.207.144	378
11210	221.4.85.57	518
11211	221.10.156.5	438
11212	221.13.172.134	294
11213	221.16.206.155	485
11214	221.21.48.98	423
11215	221.32.173.121	564
11216	221.36.37.171	339
11217	221.38.26.101	354
11218	221.41.43.218	433
11219	221.43.2.58	341
11220	221.49.199.144	367
11221	221.52.141.41	204
11222	221.55.15.31	346
11223	221.55.105.208	326
11224	221.57.144.39	261
11225	221.58.176.234	290
11226	221.63.175.226	272
11227	221.65.71.156	271
11228	221.69.2.13	284
11229	221.69.25.227	434
11230	221.73.234.134	367
11231	221.75.212.65	380
11232	221.81.155.88	282
11233	221.82.39.68	283
11234	221.83.106.164	318
11235	221.84.162.108	508
11236	221.84.176.194	221
11237	221.85.201.4	374
11238	221.87.4.210	224
11239	221.91.90.111	260
11240	221.95.128.221	568
11241	221.105.52.8	299
11242	221.119.70.80	318
11243	221.127.226.4	727
11244	221.133.120.14	620
11245	221.137.175.72	395
11246	221.140.197.44	545
11247	221.147.187.28	265
11248	221.150.115.126	382
11249	221.154.52.128	298
11250	221.158.78.84	275
11251	221.168.137.247	352
11252	221.169.55.9	293
11253	221.172.159.140	360
11254	221.178.123.216	404
11255	221.185.153.22	260
11256	221.195.242.198	305
11257	221.206.18.111	426
11258	221.206.60.146	378
11259	221.208.172.64	319
11260	221.218.101.176	429
11261	221.222.8.201	304
11262	221.223.156.107	391
11263	221.224.182.29	324
11264	221.230.157.64	395
11265	221.233.8.100	440
11266	221.233.220.162	383
11267	221.236.20.92	311
11268	221.241.55.101	397
11269	221.247.48.29	371
11270	221.251.124.140	420
11271	221.254.147.34	330
11272	222.2.195.232	322
11273	222.10.70.191	316
11274	222.17.106.164	404
11275	222.27.239.118	730
11276	222.30.95.102	373
11277	222.31.237.136	543
11278	222.38.209.49	471
11279	222.40.158.219	361
11280	222.41.175.30	324
11281	222.45.107.134	507
11282	222.52.15.76	608
11283	222.55.67.188	487
11284	222.57.85.245	277
11285	222.58.9.213	442
11286	222.65.180.49	287
11287	222.78.186.240	505
11288	222.81.85.176	449
11289	222.97.241.173	565
11290	222.108.52.201	284
11291	222.109.126.23	387
11292	222.117.6.133	291
11293	222.119.65.114	235
11294	222.119.232.193	210
11295	222.122.228.218	332
11296	222.133.48.50	294
11297	222.135.36.99	440
11298	222.143.196.250	281
11299	222.144.162.251	309
11300	222.145.178.180	441
11301	222.145.199.79	113
11302	222.153.100.231	381
11303	222.154.51.11	419
11304	222.155.90.131	337
11305	222.157.47.132	248
11306	222.168.65.178	371
11307	222.173.243.127	253
11308	222.175.163.26	481
11309	222.177.53.238	455
11310	222.180.145.99	365
11311	222.187.241.29	385
11312	222.188.237.94	246
11313	222.190.5.65	255
11314	222.195.181.121	362
11315	222.207.10.202	148
11316	222.212.109.175	458
11317	222.222.253.251	365
11318	222.235.220.161	441
11319	222.236.83.6	322
11320	222.241.55.80	247
11321	222.244.91.30	457
11322	223.5.172.248	291
11323	223.7.177.192	244
11324	223.15.150.249	368
11325	223.22.137.180	336
11326	223.31.225.156	227
11327	223.40.152.4	429
11328	223.58.102.179	321
11329	223.67.184.91	306
11330	223.69.151.145	275
11331	223.70.101.164	297
11332	223.73.38.138	365
11333	223.82.13.217	339
11334	223.83.23.17	596
11335	223.92.123.241	313
11336	223.93.57.150	268
11337	223.94.229.235	478
11338	223.100.55.115	737
11339	223.103.226.175	357
11340	223.105.43.96	302
11341	223.114.123.200	224
11342	223.126.237.142	372
11343	223.136.1.3	332
11344	223.141.27.4	358
11345	223.154.37.71	221
11346	223.156.208.196	411
11347	223.162.130.180	316
11348	223.164.49.233	657
11349	223.168.55.229	347
11350	223.174.104.22	328
11351	223.176.139.56	334
11352	223.187.36.175	697
11353	223.195.185.213	475
11354	223.196.175.110	327
11355	223.214.251.199	358
11356	223.222.250.120	204
11357	223.223.63.62	468
11358	223.225.66.108	417
11359	223.230.140.153	349
11360	223.230.249.232	369
11361	223.234.63.61	348
11362	223.235.205.243	269
11363	223.239.31.126	204
11364	223.244.93.181	374
11365	223.245.14.169	309
11366	223.250.88.225	468
11367	224.5.114.207	292
11368	224.6.28.239	320
11369	224.10.116.223	319
11370	224.14.237.243	381
11371	224.25.179.59	331
11372	224.28.76.43	333
11373	224.32.67.178	290
11374	224.41.7.32	522
11375	224.44.63.106	393
11376	224.52.125.104	370
11377	224.53.174.215	375
11378	224.60.128.7	308
11379	224.61.40.119	438
11380	224.66.59.177	335
11381	224.68.114.113	313
11382	224.71.61.177	247
11383	224.75.119.114	262
11384	224.75.192.135	391
11385	224.75.194.39	415
11386	224.103.31.174	357
11387	224.106.199.133	506
11388	224.107.230.9	352
11389	224.115.1.203	351
11390	224.122.114.62	355
11391	224.124.113.164	281
11392	224.124.207.73	404
11393	224.127.165.105	297
11394	224.145.110.195	382
11395	224.150.78.72	277
11396	224.157.30.71	324
11397	224.161.172.220	326
11398	224.162.121.166	349
11399	224.165.183.61	364
11400	224.171.91.153	425
11401	224.175.151.44	344
11402	224.182.134.50	433
11403	224.190.166.48	367
11404	224.205.204.146	309
11405	224.208.124.130	368
11406	224.208.189.15	384
11407	224.216.249.212	285
11408	224.217.50.135	452
11409	224.228.148.214	415
11410	224.231.6.225	349
11411	224.234.179.251	267
11412	224.242.253.113	343
11413	224.248.127.43	471
11414	224.250.36.80	369
11415	225.7.88.178	291
11416	225.9.143.89	369
11417	225.17.162.186	489
11418	225.17.196.83	284
11419	225.20.162.55	352
11420	225.24.200.63	348
11421	225.26.64.5	354
11422	225.28.220.55	468
11423	225.33.238.11	286
11424	225.38.111.249	348
11425	225.39.147.77	379
11426	225.41.147.26	602
11427	225.45.120.6	434
11428	225.49.116.45	456
11429	225.52.162.1	259
11430	225.55.70.246	348
11431	225.58.112.239	290
11432	225.62.118.28	278
11433	225.66.195.32	242
11434	225.76.22.27	309
11435	225.79.153.110	336
11436	225.79.166.7	328
11437	225.98.82.21	631
11438	225.100.21.75	350
11439	225.100.88.252	329
11440	225.103.114.129	473
11441	225.108.183.191	136
11442	225.112.106.120	323
11443	225.120.50.4	440
11444	225.121.217.214	291
11445	225.126.242.190	239
11446	225.141.118.57	282
11447	225.148.125.232	324
11448	225.155.253.62	282
11449	225.157.146.194	346
11450	225.160.58.66	311
11451	225.173.103.167	390
11452	225.176.197.114	347
11453	225.178.225.230	352
11454	225.181.140.97	355
11455	225.183.81.203	451
11456	225.186.149.174	357
11457	225.188.235.130	306
11458	225.189.3.36	414
11459	225.195.32.219	311
11460	225.216.234.20	443
11461	225.219.80.36	413
11462	225.224.253.100	261
11463	225.226.83.129	271
11464	225.254.119.65	361
11465	226.6.169.59	372
11466	226.12.74.241	430
11467	226.12.127.128	432
11468	226.18.69.92	460
11469	226.20.103.227	326
11470	226.25.31.175	236
11471	226.29.183.173	365
11472	226.30.128.215	538
11473	226.34.176.25	401
11474	226.41.45.159	122
11475	226.44.198.113	492
11476	226.52.189.177	319
11477	226.63.9.243	312
11478	226.78.163.167	255
11479	226.88.73.225	402
11480	226.89.92.153	704
11481	226.91.178.26	368
11482	226.93.152.107	238
11483	226.96.246.167	288
11484	226.104.254.212	375
11485	226.114.63.5	307
11486	226.125.183.89	357
11487	226.137.108.141	475
11488	226.137.181.1	566
11489	226.140.165.106	372
11490	226.142.175.254	364
11491	226.157.153.211	344
11492	226.164.130.46	350
11493	226.165.204.220	117
11494	226.173.234.227	338
11495	226.176.133.74	493
11496	226.178.12.224	342
11497	226.178.216.176	426
11498	226.184.139.189	556
11499	226.188.222.144	297
11500	226.189.74.182	508
11501	226.190.1.211	457
11502	226.190.76.27	458
11503	226.190.244.254	452
11504	226.200.182.196	364
11505	226.205.125.155	403
11506	226.208.27.38	343
11507	226.210.9.52	422
11508	226.215.192.146	367
11509	226.216.172.106	384
11510	226.227.81.163	392
11511	226.229.230.160	382
11512	226.238.161.119	292
11513	226.251.48.28	414
11514	226.252.228.168	321
11515	227.2.9.120	513
11516	227.11.41.186	312
11517	227.15.21.12	164
11518	227.21.42.25	452
11519	227.22.177.146	368
11520	227.25.224.124	241
11521	227.37.237.176	182
11522	227.42.220.245	402
11523	227.45.3.101	338
11524	227.57.123.170	310
11525	227.58.250.194	297
11526	227.65.165.51	346
11527	227.68.129.241	438
11528	227.71.174.53	319
11529	227.73.174.113	548
11530	227.74.21.67	478
11531	227.79.175.116	311
11532	227.80.157.34	145
11533	227.81.243.184	367
11534	227.84.30.214	414
11535	227.105.99.28	348
11536	227.122.63.233	470
11537	227.130.43.88	434
11538	227.139.189.122	346
11539	227.140.55.190	417
11540	227.143.101.248	418
11541	227.144.188.28	403
11542	227.145.203.90	439
11543	227.148.48.42	345
11544	227.148.52.21	197
11545	227.166.222.129	377
11546	227.168.172.130	224
11547	227.170.109.58	549
11548	227.171.90.75	405
11549	227.173.191.181	446
11550	227.175.188.159	222
11551	227.177.170.22	438
11552	227.185.179.222	469
11553	227.197.223.190	484
11554	227.202.165.83	327
11555	227.204.48.150	313
11556	227.210.169.167	548
11557	227.211.192.32	351
11558	227.214.1.54	325
11559	227.214.240.103	505
11560	227.219.144.118	247
11561	227.223.17.136	478
11562	227.223.159.220	339
11563	227.228.92.79	389
11564	227.233.189.127	248
11565	227.234.184.207	341
11566	227.237.109.99	439
11567	227.239.168.134	290
11568	227.249.97.173	395
11569	228.13.223.8	468
11570	228.20.159.34	304
11571	228.37.13.127	437
11572	228.38.3.48	381
11573	228.38.114.15	327
11574	228.49.164.59	367
11575	228.52.195.44	384
11576	228.53.107.18	456
11577	228.62.227.165	400
11578	228.66.85.196	285
11579	228.69.234.41	141
11580	228.81.39.78	308
11581	228.85.58.57	343
11582	228.92.205.152	362
11583	228.95.37.64	450
11584	228.98.48.79	587
11585	228.102.154.101	385
11586	228.121.223.117	400
11587	228.124.107.124	288
11588	228.125.57.108	360
11589	228.127.97.149	404
11590	228.138.221.16	283
11591	228.138.228.181	471
11592	228.141.148.22	334
11593	228.150.9.223	328
11594	228.152.206.155	358
11595	228.157.16.33	407
11596	228.157.166.243	308
11597	228.158.184.189	538
11598	228.172.164.202	310
11599	228.183.190.187	335
11600	228.186.97.75	320
11601	228.191.235.94	419
11602	228.197.38.71	265
11603	228.210.18.76	362
11604	228.213.42.210	419
11605	228.218.66.127	287
11606	228.223.126.114	304
11607	228.231.162.184	306
11608	228.239.132.46	390
11609	228.241.90.45	314
11610	228.247.89.226	636
11611	228.249.8.235	334
11612	228.251.236.92	260
11613	229.1.212.25	342
11614	229.6.100.66	609
11615	229.13.42.193	352
11616	229.14.153.52	500
11617	229.18.179.240	385
11618	229.21.82.225	280
11619	229.25.233.248	176
11620	229.38.189.225	121
11621	229.42.1.180	316
11622	229.47.242.83	518
11623	229.51.150.80	267
11624	229.52.45.39	527
11625	229.58.138.105	373
11626	229.67.4.103	371
11627	229.69.106.120	436
11628	229.70.159.81	299
11629	229.78.39.150	272
11630	229.78.61.160	404
11631	229.79.112.214	389
11632	229.83.193.71	439
11633	229.86.29.111	328
11634	229.92.246.54	403
11635	229.101.53.7	330
11636	229.104.6.28	350
11637	229.108.34.164	426
11638	229.111.80.89	360
11639	229.113.233.99	419
11640	229.117.164.242	384
11641	229.121.29.67	300
11642	229.127.124.73	422
11643	229.128.14.187	377
11644	229.136.192.52	364
11645	229.138.241.197	160
11646	229.139.250.224	218
11647	229.146.51.153	352
11648	229.147.100.42	389
11649	229.148.144.206	578
11650	229.149.204.126	345
11651	229.151.91.241	341
11652	229.162.81.176	175
11653	229.170.32.178	339
11654	229.171.169.202	308
11655	229.172.88.121	669
11656	229.181.65.16	304
11657	229.185.67.168	530
11658	229.186.31.182	364
11659	229.190.150.236	593
11660	229.196.3.243	468
11661	229.216.142.63	374
11662	229.219.83.46	315
11663	229.230.109.117	341
11664	229.232.176.99	498
11665	229.234.62.191	393
11666	229.241.155.129	420
11667	229.243.181.35	528
11668	230.1.76.54	774
11669	230.9.128.153	438
11670	230.11.232.166	384
11671	230.17.59.8	307
11672	230.20.187.58	379
11673	230.30.187.150	320
11674	230.31.203.232	226
11675	230.45.60.90	368
11676	230.56.14.18	486
11677	230.63.84.103	199
11678	230.66.253.91	278
11679	230.69.188.204	299
11680	230.81.77.69	218
11681	230.86.221.66	395
11682	230.93.147.41	403
11683	230.97.138.89	279
11684	230.106.209.151	386
11685	230.108.233.253	359
11686	230.109.248.109	402
11687	230.115.14.22	267
11688	230.116.112.168	359
11689	230.116.234.163	343
11690	230.119.32.225	276
11691	230.121.130.75	340
11692	230.124.10.31	577
11693	230.127.50.71	295
11694	230.129.165.93	734
11695	230.131.217.140	341
11696	230.132.205.87	322
11697	230.138.21.141	279
11698	230.158.121.225	307
11699	230.160.100.100	382
11700	230.169.131.138	269
11701	230.173.39.140	471
11702	230.173.114.120	170
11703	230.180.19.191	363
11704	230.180.95.122	438
11705	230.180.250.140	315
11706	230.183.18.49	330
11707	230.186.28.104	484
11708	230.188.35.69	434
11709	230.204.142.96	235
11710	230.205.13.159	162
11711	230.211.219.124	342
11712	230.219.37.3	378
11713	230.230.155.37	390
11714	230.231.192.169	436
11715	230.237.65.198	283
11716	230.240.103.86	397
11717	230.243.115.98	449
11718	230.249.64.238	419
11719	230.253.219.35	371
11720	231.16.78.97	388
11721	231.23.208.162	346
11722	231.23.221.95	267
11723	231.23.232.63	398
11724	231.24.14.143	374
11725	231.25.3.162	470
11726	231.25.23.245	320
11727	231.25.114.242	392
11728	231.34.119.247	153
11729	231.35.248.2	331
11730	231.40.148.82	417
11731	231.43.158.37	449
11732	231.44.29.244	362
11733	231.46.154.156	362
11734	231.47.73.15	225
11735	231.52.210.139	333
11736	231.52.236.192	417
11737	231.56.198.203	336
11738	231.57.125.220	345
11739	231.59.156.84	270
11740	231.60.14.250	556
11741	231.66.220.132	402
11742	231.69.239.116	339
11743	231.72.239.141	280
11744	231.75.181.9	378
11745	231.84.55.31	409
11746	231.86.97.242	292
11747	231.92.116.46	410
11748	231.92.208.81	417
11749	231.100.117.44	479
11750	231.111.165.204	408
11751	231.114.14.146	345
11752	231.120.17.26	272
11753	231.123.159.234	470
11754	231.124.246.172	508
11755	231.131.251.191	163
11756	231.133.104.74	383
11757	231.137.112.201	340
11758	231.147.117.98	387
11759	231.154.181.131	447
11760	231.156.117.199	230
11761	231.162.90.203	368
11762	231.163.166.217	351
11763	231.179.131.1	270
11764	231.183.188.96	227
11765	231.187.118.230	551
11766	231.188.232.200	305
11767	231.190.189.206	365
11768	231.194.177.155	309
11769	231.196.48.172	342
11770	231.212.154.247	320
11771	231.217.36.128	437
11772	231.220.113.250	316
11773	231.235.55.8	461
11774	232.5.188.150	325
11775	232.6.1.158	314
11776	232.15.158.184	580
11777	232.19.91.25	387
11778	232.19.122.127	287
11779	232.31.152.62	371
11780	232.33.249.168	288
11781	232.38.227.182	426
11782	232.39.19.43	357
11783	232.41.117.157	323
11784	232.42.70.188	389
11785	232.48.85.229	300
11786	232.52.253.145	324
11787	232.53.84.242	520
11788	232.55.167.231	399
11789	232.61.2.82	277
11790	232.78.145.19	394
11791	232.95.114.58	346
11792	232.101.130.160	309
11793	232.104.231.85	353
11794	232.105.224.36	272
11795	232.108.1.145	582
11796	232.121.159.38	229
11797	232.127.166.233	289
11798	232.134.81.10	346
11799	232.148.229.252	399
11800	232.149.156.129	438
11801	232.164.80.222	417
11802	232.165.11.172	356
11803	232.167.5.131	400
11804	232.168.96.144	383
11805	232.169.169.101	439
11806	232.170.46.4	474
11807	232.206.199.124	340
11808	232.206.245.1	45
11809	232.209.1.220	269
11810	232.216.174.139	417
11811	232.220.208.57	342
11812	232.221.70.182	468
11813	232.235.247.163	401
11814	232.240.208.17	468
11815	232.242.194.67	395
11816	232.249.18.161	323
11817	232.253.253.107	294
11818	232.254.58.41	360
11819	233.23.5.154	318
11820	233.25.146.188	359
11821	233.34.174.197	261
11822	233.42.164.197	304
11823	233.56.207.249	324
11824	233.60.174.6	463
11825	233.70.221.32	496
11826	233.73.8.73	244
11827	233.75.114.173	510
11828	233.75.206.140	278
11829	233.78.142.20	401
11830	233.83.223.89	528
11831	233.89.62.75	318
11832	233.108.50.57	259
11833	233.108.238.225	392
11834	233.108.249.29	571
11835	233.113.4.73	357
11836	233.115.250.203	258
11837	233.126.78.74	352
11838	233.127.122.226	377
11839	233.129.181.187	354
11840	233.137.223.183	231
11841	233.146.97.33	463
11842	233.154.83.62	439
11843	233.156.22.38	270
11844	233.158.64.196	407
11845	233.159.121.128	314
11846	233.167.115.149	364
11847	233.169.102.7	311
11848	233.171.159.254	578
11849	233.177.227.184	516
11850	233.179.150.174	435
11851	233.182.132.97	540
11852	233.182.216.145	333
11853	233.185.87.88	262
11854	233.187.88.89	348
11855	233.194.247.188	382
11856	233.195.57.86	375
11857	233.195.63.39	340
11858	233.197.240.108	444
11859	233.215.123.148	334
11860	233.217.243.36	333
11861	233.225.78.156	276
11862	233.227.56.136	296
11863	233.230.32.120	387
11864	233.233.121.192	404
11865	233.235.124.73	243
11866	233.242.24.208	557
11867	233.253.185.100	503
11868	233.254.133.137	306
11869	234.7.52.234	442
11870	234.7.148.9	389
11871	234.20.80.143	394
11872	234.27.253.87	327
11873	234.29.202.171	465
11874	234.30.232.220	691
11875	234.31.51.130	280
11876	234.32.170.72	377
11877	234.35.182.106	242
11878	234.37.9.125	460
11879	234.47.172.91	247
11880	167.138.124.35	441
11881	167.143.68.40	353
11882	167.143.223.70	442
11883	167.144.48.172	321
11884	167.145.185.181	246
11885	167.159.148.133	458
11886	167.162.54.128	281
11887	167.164.224.238	349
11888	167.169.167.39	316
11889	167.179.188.191	189
11890	167.181.191.39	432
11891	167.188.96.117	305
11892	167.202.128.87	493
11893	167.209.191.99	307
11894	167.213.174.145	364
11895	167.219.128.206	344
11896	167.228.151.63	540
11897	167.228.231.16	339
11898	167.233.83.58	505
11899	167.242.139.207	338
11900	167.243.232.239	326
11901	168.1.89.171	441
11902	168.7.234.95	416
11903	168.29.78.85	266
11904	168.33.190.109	419
11905	168.34.46.29	292
11906	168.36.189.12	325
11907	168.37.209.27	418
11908	168.40.147.34	331
11909	168.40.231.246	590
11910	168.43.91.45	388
11911	168.48.19.243	317
11912	168.51.35.137	238
11913	168.56.210.117	373
11914	168.71.48.234	314
11915	168.77.32.88	251
11916	168.80.62.82	453
11917	168.92.6.133	312
11918	168.92.170.252	407
11919	168.99.170.205	436
11920	168.116.225.142	528
11921	168.117.92.115	373
11922	168.124.23.133	358
11923	168.126.133.180	386
11924	168.128.79.83	370
11925	168.128.100.162	195
11926	168.129.203.114	410
11927	168.138.193.81	309
11928	168.140.38.116	254
11929	168.149.142.73	260
11930	168.153.132.27	423
11931	168.153.192.182	245
11932	168.153.202.98	181
11933	168.166.154.128	298
11934	168.166.190.19	223
11935	168.168.254.143	615
11936	168.178.242.143	199
11937	168.180.91.150	306
11938	168.183.215.126	346
11939	168.188.59.186	424
11940	168.196.82.204	353
11941	168.203.81.164	527
11942	168.203.161.33	404
11943	168.205.24.109	281
11944	168.208.95.184	482
11945	168.208.198.251	299
11946	168.218.60.10	357
11947	168.221.79.145	558
11948	168.230.6.232	382
11949	168.236.153.16	361
11950	168.241.197.91	377
11951	168.245.127.27	444
11952	169.9.58.169	253
11953	169.16.29.132	398
11954	169.19.36.78	349
11955	169.26.48.44	297
11956	169.41.12.155	353
11957	169.58.196.218	262
11958	169.60.113.101	310
11959	169.65.111.152	399
11960	169.69.60.63	448
11961	169.73.228.111	463
11962	169.83.7.109	380
11963	169.86.83.112	286
11964	169.86.98.161	427
11965	169.88.199.211	363
11966	169.90.177.153	296
11967	169.99.147.70	411
11968	169.101.197.62	378
11969	169.110.82.87	429
11970	169.118.69.154	126
11971	169.121.156.155	412
11972	169.124.16.16	310
11973	169.124.248.25	376
11974	169.126.70.98	318
11975	169.138.6.139	346
11976	169.141.158.250	239
11977	169.143.23.101	393
11978	169.148.53.57	283
11979	169.150.93.102	386
11980	169.150.105.251	345
11981	169.156.138.168	317
11982	169.157.80.54	448
11983	169.158.164.195	318
11984	169.159.133.66	115
11985	169.187.184.157	322
11986	169.189.25.153	420
11987	169.189.231.201	356
11988	169.198.224.131	181
11989	169.208.150.219	427
11990	169.210.163.190	465
11991	169.210.187.194	378
11992	169.219.118.64	368
11993	169.220.253.26	524
11994	169.233.60.54	402
11995	169.237.192.3	439
11996	169.245.75.14	535
11997	169.245.80.6	480
